,par_idparcela,Nomenclatura,Tipo_Parcela,Tipo_Valuacion,Estado,desig_oficial,exp_creacion,Fecha_Creacion,fecha_alta_parcela,fxf,vut_vigente,Valuacion,vigencia_desde,porcentaje_copropiedad,Superficie_Tierra_Urbana,Valuacion_Tierra_Urbana,base_imponible_tierra_urbana,Superficie_Tierra_Rural,Valuacion_Tierra_Rural,base_imponible_tierra_rural,Superficie_Mejoras,Valuacion_Mejoras,base_imponible_mejoras,Cantidad_Cuentas,departamento,pedania,localidad,par_entityid,row_number,Nro_Cuenta,ped_nomenclatura,type,coordinates
2263,2561046-SANTIAGO,2305518214353004,RURAL,VAL. RURAL,BALDIO,lote 518214-353004,0576-000856/2007,01-2024,09-2023,,,8177721.64,2023-11-07T00:00:00Z,0.0,0.0,0.0,0,57578,8177721.64,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,,1039668051,1936068,230541299152,2305,MultiPolygon,"[[[[4353083.27753603, 6518369.79111138], [4353045.61602116, 6518320.53345909], [4352959.46991385, 6518297.58633085], [4352936.29659102, 6518273.90946431], [4352853.03078774, 6518237.82112126], [4352851.03781782, 6518228.0115254], [4352836.19290401, 6518193.63116375], [4352819.36582638, 6518176.14440903], [4352804.7364551, 6518157.17507241], [4352787.64501976, 6518128.46530707], [4352785.15092388, 6518116.47457956], [4352790.67572337, 6518108.10636491], [4352802.40888724, 6518101.87464678], [4352816.32122486, 6518089.17054035], [4352830.67416457, 6518062.24862833], [4352832.01950827, 6518051.8884692], [4352840.0730848, 6518045.89827518], [4352863.77780259, 6518051.24123237], [4352880.40926706, 6518055.00872223], [4352883.76040903, 6518055.72248655], [4352854.3931765, 6518111.34600364], [4352872.9552008, 6518114.74131715], [4352891.5172251, 6518118.13663066], [4352911.50558408, 6518121.79284531], [4352931.92676185, 6518125.52822996], [4352952.22989813, 6518129.24202279], [4352972.34613538, 6518132.92162858], [4352995.02977504, 6518137.07085642], [4353024.39700757, 6518081.44733933], [4353036.77169044, 6518083.71088167], [4353007.40445791, 6518139.33439876], [4353032.43585819, 6518143.90772636], [4353045.26303344, 6518146.25403733], [4353050.9096053, 6518147.47538037], [4353069.19192847, 6518151.40560421], [4353087.47425164, 6518155.33582805], [4353105.75657481, 6518159.26605189], [4353124.04300424, 6518163.19715847], [4353130.34773933, 6518164.55204679], [4353135.01268196, 6518188.07392406], [4353153.53708931, 6518186.67046238], [4353200.65900377, 6518183.10037241], [4353206.90215748, 6518194.66249297], [4353141.39004726, 6518199.62771345], [4353153.2726516, 6518221.61644428], [4353152.22839376, 6518243.61579181], [4353151.17704364, 6518265.61254634], [4353150.31232747, 6518283.84204896], [4353149.50839737, 6518300.87868344], [4353145.14261647, 6518323.48090362], [4353083.36054412, 6518358.76968421], [4353086.41012017, 6518362.78237481], [4353083.27753603, 6518369.79111138]]]]"
2264,1202994-SANTIAGO,2305604701054005,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 8-LTE 4,00000547295,01-1901,03-2007,0.7,840.0,2050744.8,2023-11-01T00:00:00Z,0.0,1489.0,875532.0,0,0,0.0,0,202.0,1175212.8,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4541909,1004928,230505472956,2305,MultiPolygon,"[[[[4351321.19445066, 6516380.95861334], [4351342.38187755, 6516326.24001702], [4351369.10055977, 6516367.396142], [4351334.19441522, 6516389.83358478], [4351321.19445066, 6516380.95861334]]]]"
2265,1995529-SANTIAGO,2305604701172016,URBANO,VAL. URBANO,BALDIO,Mz 172  Lt 16,0033-000666/2005,01-2008,02-2009,0.8,1260.0,843786.72,2023-11-01T00:00:00Z,0.0,837.09,843786.72,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,24177800,1622719,230525685336,2305,MultiPolygon,"[[[[4353526.41589656, 6517194.97077249], [4353542.59524946, 6517203.13232254], [4353525.33356901, 6517250.21400244], [4353514.54774273, 6517238.38147339], [4353511.66114269, 6517235.21474532], [4353526.41589656, 6517194.97077249]]]]"
2266,1201792-SANTIAGO,2305414801131005,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 19 LT 5,03051719185,01-1901,03-2007,1.1,1015.0,2396031.4,2023-11-01T00:00:00Z,0.0,450.0,502425.0,0,0,0.0,0,140.0,1893606.4,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,4493820,1003875,230517191855,2305,MultiPolygon,"[[[[4354251.8104272, 6516168.98922117], [4354256.99790849, 6516151.73926999], [4354272.52911476, 6516156.3330033], [4354281.2165903, 6516158.89549399], [4354275.84160953, 6516176.0829454], [4354251.8104272, 6516168.98922117]]]]"
2267,1202926-SANTIAGO,2305604701051019,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 1 LTE 16,00000980410,01-1901,03-2007,0.5,910.0,5606737.08,2023-11-01T00:00:00Z,0.0,4821.0,2193555.0,0,0,0.0,0,220.0,3413182.08,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4540780,1004866,230509804104,2305,MultiPolygon,"[[[[4350373.91593825, 6516429.7711824], [4350356.69723114, 6516399.89627269], [4350512.41552917, 6516383.08378669], [4350524.47800124, 6516413.55244583], [4350373.91593825, 6516429.7711824]]]]"
2268,1995601-SANTIAGO,2305714701180005,URBANO,VAL. URBANO,EDIFICADO NoPH,Mz 180  Lt 5,0033-000666/2005,01-2008,02-2009,0.9,1330.0,2717622.0,2023-11-01T00:00:00Z,0.0,702.0,840294.0,0,0,0.0,0,139.0,1877328.0,0,1,PUNILLA,SANTIAGO,MAYU SUMAJ,24144600,1622789,230525686057,2305,MultiPolygon,"[[[[4353403.62306562, 6516986.66081932], [4353405.49057908, 6517004.56367925], [4353366.70104925, 6517008.60995842], [4353365.92180424, 6517001.13975031], [4353364.83353578, 6516990.70709849], [4353403.62306562, 6516986.66081932]]]]"
2269,1204282-SANTIAGO,2305604701155001,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 10 LT 1,,01-1901,03-2007,1.1,1715.0,3583090.06,2023-11-01T00:00:00Z,0.0,450.0,848925.0,0,0,0.0,0,205.0,2734165.06,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4494654,1006127,230517188757,2305,MultiPolygon,"[[[[4354004.28011665, 6517205.11127407], [4354016.62382833, 6517192.54880777], [4354037.78002181, 6517212.82999439], [4354024.74881193, 6517224.64246301], [4354004.28011665, 6517205.11127407]]]]"
2270,1203998-SANTIAGO,2305604701122003,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 44-LTE 18,00000546120,01-1901,03-2007,1.0,245.0,3412434.37,2023-11-01T00:00:00Z,0.0,640.0,156800.0,0,0,0.0,0,174.0,3255634.37,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4540959,1005902,230505461202,2305,MultiPolygon,"[[[[4351184.72581592, 6515130.83726056], [4351188.69455793, 6515146.33721484], [4351149.94467162, 6515156.27469468], [4351145.97592959, 6515140.7747404], [4351184.72581592, 6515130.83726056]]]]"
2271,1203183-SANTIAGO,2305604701068006,URBANO,VAL. URBANO,EDIFICADO NoPH,Mz. 1 - Lote 14,    -      /,01-1901,03-2007,0.9,490.0,3159880.08,2023-11-01T00:00:00Z,0.0,810.0,357210.0,0,0,0.0,0,148.0,2802670.08,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4541650,1005098,230531556050,2305,MultiPolygon,"[[[[4350402.16578846, 6516123.08456366], [4350401.97828615, 6516110.30335069], [4350446.97815648, 6516109.58459276], [4350447.25940969, 6516127.58454061], [4350402.25953936, 6516128.30329854], [4350402.16578846, 6516123.08456366]]]]"
2272,1203901-SANTIAGO,2305604701114011,URBANO,VAL. URBANO,BALDIO,MZ 21 LT 14,,01-1901,03-2007,1.0,175.0,100800.0,2023-11-01T00:00:00Z,0.0,576.0,100800.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4540994,1005805,230517195508,2305,MultiPolygon,"[[[[4350857.07052533, 6515206.77461356], [4350859.69551069, 6515174.86845526], [4350877.63295942, 6515176.33719703], [4350875.00797407, 6515208.24335533], [4350857.07052533, 6515206.77461356]]]]"
2273,2454888-SANTIAGO,2305511489353607,RURAL,VAL. RURAL,EDIFICADO NoPH,Lote Rural Nueva 23-05-511489-353607,0576-006421/2015,01-2021,02-2020,,,1599931.13,2023-11-07T00:00:00Z,0.0,0.0,0.0,0,6159,11856.08,0,109.52,1588075.05,0,1,PUNILLA,SANTIAGO,,1187211404,1850443,230541150752,2305,MultiPolygon,"[[[[4353660.23, 6511506.82], [4353601.6, 6511545.05], [4353553.54, 6511471.33], [4353612.17, 6511433.11], [4353660.23, 6511506.82]]]]"
2274,1202581-SANTIAGO,2305604701037001,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ U-LTE 1,00001019101,01-1901,03-2007,1.0,350.0,3121013.17,2023-11-01T00:00:00Z,0.0,1375.0,481250.0,0,0,0.0,0,169.0,2639763.17,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4542040,1004558,230510191019,2305,MultiPolygon,"[[[[4352225.37937504, 6516503.8643081], [4352246.47306497, 6516506.73929513], [4352276.41047996, 6516512.05177317], [4352277.41048262, 6516537.23920004], [4352221.03564305, 6516528.80173687], [4352225.37937504, 6516503.8643081]]]]"
2275,1200429-SANTIAGO,2305414801004005,URBANO,VAL. URBANO,EDIFICADO NoPH,LOTE 5 E,00001531363,01-1901,03-2007,1.1,1470.0,1191210.4,2023-11-01T00:00:00Z,0.0,388.0,627396.0,0,0,0.0,0,80.0,563814.4,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,4494028,1002574,230515313635,2305,MultiPolygon,"[[[[4354354.65391904, 6516343.30119402], [4354358.34140855, 6516343.9574413], [4354358.46640808, 6516343.42619282], [4354359.87265411, 6516343.83244134], [4354374.65386214, 6516346.48868043], [4354382.77883906, 6516348.01992423], [4354379.74760105, 6516362.95738163], [4354351.81018027, 6516357.26990417], [4354354.65391904, 6516343.30119402]]]]"
2276,1200996-SANTIAGO,2305414801036008,URBANO,VAL. URBANO,BALDIO,MZ 17-LTE 16,00000622533,01-1901,03-2007,1.0,595.0,312375.0,2023-11-01T00:00:00Z,0.0,525.0,312375.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,492929602,1003121,230506225332,2305,MultiPolygon,"[[[[4353947.18555352, 6512733.68672602], [4353950.37304757, 6512748.37418287], [4353916.15439754, 6512755.74916901], [4353912.99815342, 6512741.09296206], [4353947.18555352, 6512733.68672602]]]]"
2277,1995494-SANTIAGO,2305604701169002,URBANO,VAL. URBANO,EDIFICADO NoPH,Mz 169  Lt 2,0033-000666/2005,01-2008,02-2009,0.9,1120.0,7685074.66,2023-11-01T00:00:00Z,0.0,884.41,891485.28,0,0,0.0,0,352.0,6793589.38,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,24192000,1622684,230525684984,2305,MultiPolygon,"[[[[4353265.98376256, 6517208.2056895], [4353253.13344646, 6517226.89050317], [4353220.99943016, 6517204.79061637], [4353233.84974626, 6517186.1058027], [4353265.98376256, 6517208.2056895]]]]"
2278,1203641-SANTIAGO,2305604701098002,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 7 LT 7,,01-1901,03-2007,0.8,245.0,3800206.88,2023-11-01T00:00:00Z,0.0,1113.0,218148.0,0,0,0.0,0,197.0,3582058.88,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4541284,1005547,230517195079,2305,MultiPolygon,"[[[[4350762.53964562, 6515648.49210673], [4350740.53970213, 6515617.99219986], [4350741.35219758, 6515608.02347853], [4350781.82083187, 6515611.33595995], [4350779.78959326, 6515636.24213835], [4350762.53964562, 6515648.49210673]]]]"
2279,1200524-SANTIAGO,2305414801008007,URBANO,VAL. URBANO,BALDIO,003 007,,01-1901,03-2007,0.8,595.0,437920.0,2023-11-01T00:00:00Z,0.0,920.0,437920.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,4493536,1002657,230531554529,2305,MultiPolygon,"[[[[4354599.18382688, 6513412.80962089], [4354619.18376941, 6513413.02836592], [4354618.71503078, 6513459.028233], [4354598.71508825, 6513458.8407379], [4354599.18382688, 6513412.80962089]]]]"
2280,1203535-SANTIAGO,2305604701090007,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 14 LT 13,00000501297,01-1901,03-2007,0.8,350.0,2869004.16,2023-11-01T00:00:00Z,0.0,1000.0,280000.0,0,0,0.0,0,179.0,2589004.16,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4541351,1005441,230505012971,2305,MultiPolygon,"[[[[4350946.88288776, 6515749.92927234], [4350948.22662947, 6515729.99182973], [4350998.10148685, 6515734.05430691], [4350996.72649524, 6515754.02299944], [4350946.88288776, 6515749.92927234]]]]"
2281,1201630-SANTIAGO,2305414801121018,URBANO,VAL. URBANO,BALDIO,MZ 27 LT I,00331719400,01-1901,03-2007,1.0,735.0,1306830.0,2023-11-01T00:00:00Z,0.0,1778.0,1306830.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,4492043,1003718,230517194005,2305,MultiPolygon,"[[[[4354026.86576853, 6515910.56251843], [4354029.62152546, 6515914.49142547], [4354010.95176473, 6515976.28518262], [4353992.67832918, 6515970.98150896], [4353974.61384325, 6515948.34002346], [4354026.86576853, 6515910.56251843]]]]"
2282,2561049-SANTIAGO,2305518474352511,RURAL,VAL. RURAL,BALDIO,LOTE 518474-352511,0576-000856/2007,01-2024,09-2023,,,3896617.79,2023-11-07T00:00:00Z,0.0,0.0,0.0,0,55773,3896617.79,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,,1041879651,1936071,230541299101,2305,MultiPolygon,"[[[[4352431.85663044, 6518617.92704976], [4352362.21672489, 6518357.13500913], [4352367.43916469, 6518290.83416112], [4352374.30132941, 6518279.21658966], [4352383.15546886, 6518278.99298194], [4352406.20712885, 6518295.676188], [4352423.02391965, 6518307.41660025], [4352440.88320994, 6518324.38355641], [4352462.48078184, 6518364.21496347], [4352483.85138311, 6518367.55476906], [4352508.99977704, 6518358.03477], [4352531.72549911, 6518361.64055099], [4352611.09520817, 6518359.68888006], [4352622.54163401, 6518603.83069834], [4352555.15842337, 6518573.85461747], [4352503.7614273, 6518576.18941809], [4352437.94265265, 6518609.12646265], [4352431.85663044, 6518617.92704976]]]]"
2283,1203072-SANTIAGO,2305604701059008,URBANO,VAL. URBANO,BALDIO,MZ C LT 12,00000486086,01-1901,03-2007,0.8,595.0,433636.0,2023-11-01T00:00:00Z,0.0,911.0,433636.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,285013202,1004994,230504860863,2305,MultiPolygon,"[[[[4350490.66558081, 6516333.89643387], [4350498.94681098, 6516351.89637994], [4350460.16567663, 6516369.89633648], [4350447.19696039, 6516353.92763558], [4350490.66558081, 6516333.89643387]]]]"
2284,1202506-SANTIAGO,2305604701031013,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ.D LOTE 8 A,00001531250,01-1901,03-2007,0.8,910.0,3780753.09,2023-11-01T00:00:00Z,0.0,1019.0,741832.0,0,0,0.0,0,200.0,3038921.09,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,1473912004,1004487,230515312507,2305,MultiPolygon,"[[[[4351294.50712443, 6516817.76985486], [4351362.10067678, 6516804.05112961], [4351364.9444219, 6516818.98858574], [4351299.00711485, 6516832.9573099], [4351294.50712443, 6516817.76985486]]]]"
2285,1201141-SANTIAGO,2305414801044021,URBANO,VAL. URBANO,BALDIO,029 001,,01-1901,03-2007,1.0,770.0,314668.2,2023-11-01T00:00:00Z,0.0,408.66,314668.2,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,SAN ANTONIO DE ARREDONDO,1547448404,1003254,230531545554,2305,MultiPolygon,"[[[[4354300.53, 6512608.34], [4354305.38, 6512594.24], [4354332.2, 6512594.56], [4354332.03, 6512608.56], [4354325.03053823, 6512608.47572258], [4354311.05, 6512608.44], [4354300.53, 6512608.34]]]]"
2286,2536900-SANTIAGO,2305604701128103,URBANO,VAL. URBANO,BALDIO,MZA 128 - LOTE 103,0033-135191/2022,01-2023,03-2023,0.4,840.0,2375523.36,2023-11-01T00:00:00Z,0.0,7070.01,2375523.36,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,2007351404,1917977,230543400241,2305,MultiPolygon,"[[[[4350799.25, 6518955.81], [4350975.84, 6518989.09], [4350959.83, 6519006.62], [4350961.51, 6519021.87], [4350919.17595664, 6519015.86831355], [4350888.34266027, 6519011.49708504], [4350849.737516, 6519006.02404366], [4350772.33, 6518995.05], [4350799.25, 6518955.81]]]]"
2287,1205045-SANTIAGO,2305604702026015,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 37 LTE 17,00001091528,01-1901,03-2007,1.0,560.0,4783212.16,2023-11-01T00:00:00Z,0.0,600.0,336000.0,0,0,0.0,0,261.0,4447212.16,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4542993,1006815,230510915289,2305,MultiPolygon,"[[[[4352835.40912329, 6517661.92332109], [4352803.97170824, 6517636.39215192], [4352813.65917782, 6517624.95468293], [4352844.44034487, 6517651.0171007], [4352835.40912329, 6517661.92332109]]]]"
2288,1203900-SANTIAGO,2305604701114010,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 21 LT 13,,01-1901,03-2007,0.8,175.0,2682125.25,2024-05-23T00:00:00Z,0.0,1800.0,252000.0,0,0,0.0,0,290.0,3669928.01,0,2,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4541013,1005804,230517195494,2305,MultiPolygon,"[[[[4350877.63295942, 6515176.33719703], [4350895.57040814, 6515177.80593881], [4350893.9141674, 6515198.0558806], [4350892.25792661, 6515217.9933233], [4350891.4454311, 6515227.64954554], [4350873.53923227, 6515226.18080377], [4350875.00797407, 6515208.24335533], [4350877.63295942, 6515176.33719703]]]]"
2289,2053285-SANTIAGO,2305104601001026,URBANO,VAL. URBANO,BALDIO,MZ S/D  LT 135,0576-001813/2009,01-2010,03-2011,0.4,140.0,368928.0,2023-11-01T00:00:00Z,0.0,6588.0,368928.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,COPINA,92898097,1658963,230525045027,2305,MultiPolygon,"[[[[4338189.55514604, 6507955.2690826], [4338174.56857442, 6507930.4416246], [4338383.47595943, 6507858.76908342], [4338399.40149831, 6507884.19303299], [4338189.55514604, 6507955.2690826]]]]"
2290,1204920-SANTIAGO,2305714702020004,URBANO,VAL. URBANO,EDIFICADO PH,Manzana 8 - Lote 9 - Carpeta Esp. 28.524,0000-001023/1949,01-1901,03-2007,0.8,1015.0,1450203.383,2023-11-01T00:00:00Z,1.0,1077.6399,875043.681,0,0,0.0,0,232.5001,3815311.05,0,4,PUNILLA,SANTIAGO,MAYU SUMAJ,4543140,1006691,230542281583,2305,MultiPolygon,"[[[[4353493.56, 6517829.01], [4353458.53236462, 6517827.76645446], [4353443.28, 6517827.21], [4353443.87617458, 6517810.48525757], [4353444.05, 6517805.72], [4353493.97, 6517807.52], [4353493.56, 6517829.01]]]]"
2291,1202335-SANTIAGO,2305604701024004,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ X-LTE 3,00001019115,01-1901,03-2007,0.8,420.0,1519445.76,2023-11-01T00:00:00Z,0.0,1366.0,458976.0,0,0,0.0,0,56.0,1060469.76,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,212469202,1004329,230510191159,2305,MultiPolygon,"[[[[4352147.31717574, 6516848.14457866], [4352173.81710263, 6516862.61328094], [4352199.50453176, 6516876.64448466], [4352194.28579855, 6516884.61321273], [4352183.41083243, 6516896.23818148], [4352154.66091174, 6516880.55073322], [4352137.62970874, 6516871.23826394], [4352134.66096692, 6516869.6132693], [4352147.31717574, 6516848.14457866]]]]"
2292,1202686-SANTIAGO,2305604701042011,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ K LTES 13 Y 14 PT,00000622335,01-1901,03-2007,0.9,770.0,896476.24,2023-11-01T00:00:00Z,0.0,794.0,550242.0,0,0,0.0,0,121.0,346234.24,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4542045,1004648,230506223356,2305,MultiPolygon,"[[[[4351483.03776729, 6516527.48940342], [4351519.28765995, 6516514.08318422], [4351523.47515192, 6516532.23938074], [4351488.35025604, 6516545.77059933], [4351483.03776729, 6516527.48940342]]]]"
2293,1203773-SANTIAGO,2305604701107004,URBANO,VAL. URBANO,BALDIO,MZ 19-LTE 9,00000547609,01-1901,03-2007,0.9,175.0,110250.0,2023-11-01T00:00:00Z,0.0,700.0,110250.0,0,0,0.0,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4541133,1005679,230505476099,2305,MultiPolygon,"[[[[4350876.60176418, 6515409.18027374], [4350878.28925469, 6515388.33658365], [4350913.19540491, 6515391.2115676], [4350911.32041536, 6515413.93025229], [4350876.60176418, 6515409.18027374]]]]"
2294,2509933-SANTIAGO,2305495468347092,RURAL,VAL. RURAL,BALDIO,LT 495468-347092,0576-005812/2014,01-2023,04-2022,,,4209265.26,2023-11-07T00:00:00Z,0.0,0.0,0.0,0,2206418,4209265.26,0,0.0,0.0,0,1,PUNILLA,SANTIAGO,,1755129604,1896149,230540785193,2305,MultiPolygon,"[[[[4345134.67002101, 6497205.60091222], [4345136.44760054, 6497167.73261002], [4345103.94981566, 6497055.88827678], [4345102.60753024, 6496954.76718517], [4345150.23114085, 6496944.05751987], [4345176.14334551, 6496927.89217179], [4345217.88935366, 6496927.34262366], [4345249.39778769, 6496946.47542785], [4345317.12124836, 6496915.05884778], [4345343.95920511, 6496884.17404935], [4345404.44953142, 6496876.10237549], [4345462.61240407, 6496843.3158745], [4345520.98527575, 6496854.8345223], [4345611.43100627, 6496790.45368758], [4345622.62135146, 6496761.63651882], [4345698.75741299, 6496699.33428426], [4345761.2920865, 6496701.96904571], [4345815.39874162, 6496676.9592599], [4345850.98508295, 6496638.03072025], [4345905.32423526, 6496610.97281638], [4345942.8240713, 6496532.73051592], [4345987.40071837, 6496427.53695545], [4346006.08424309, 6496364.00049251], [4346095.8516434, 6496316.11974773], [4346130.66470378, 6496273.0621095], [4346219.55805254, 6496202.25007623], [4346187.62060019, 6496139.37999231], [4346215.76559296, 6496103.40460869], [4346275.79379332, 6496069.56864672], [4346260.18948554, 6496018.10286], [4346282.13209507, 6495959.66974571], [4346399.77207804, 6495897.41062707], [4346487.94044015, 6495880.53043845], [4346545.93253131, 6495883.44247238], [4346559.68598512, 6495829.73392996], [4346529.32969277, 6495804.86196432], [4346521.88028154, 6495772.35103588], [4346533.67468655, 6495730.29938508], [4346595.01083322, 6495708.33907025], [4346652.31822464, 6495664.09971482], [4346685.9067641, 6495661.06201126], [4346767.61777681, 6495677.30216288], [4346832.03155864, 6495650.13492355], [4346828.75372833, 6495615.48984303], [4346898.09294815, 6495569.33070845], [4346881.49555393, 6495504.78571574], [4346857.1207412, 6495468.44394611], [4346795.42252396, 6495451.01093683], [4346798.17247631, 6495411.47561145], [4346793.69597625, 6495361.70488189], [4346807.1427876, 6495301.48940906], [4346776.33915365, 6495177.44108481], [4346830.75241302, 6495148.94100704], [4346944.4860392, 6495114.25081316], [4346920.78776541, 6495054.94290087], [4346857.74913249, 6495003.03957016], [4346875.63088102, 6494970.0877672], [4346938.87134777, 6494948.96054364], [4347089.80963655, 6494959.96602694], [4347149.58506517, 6494887.70352256], [4347135.45862363, 6494827.71906204], [4347114.64452313, 6494796.35006159], [4347125.16721832, 6494781.07715197], [4347257.77213989, 6494770.70221104], [4347293.68835106, 6494733.81053518], [4347263.9738568, 6494612.50660987], [4347298.51389252, 6494560.83275542], [4347293.5738559, 6494514.45389095], [4347350.68943063, 6494467.48082971], [4347382.90450239, 6494462.63675178], [4347521.59733112, 6494456.344897], [4347580.19444543, 6494423.69836401], [4347566.85747232, 6494374.35989393], [4347594.79038518, 6494402.75729816], [4347626.49465402, 6494434.91601762], [4347635.07184666, 6494455.21829812], [4347633.67249967, 6494471.37591428], [4347634.82131533, 6494486.70188125], [4347636.49250976, 6494500.81475775], [4347638.23010524, 6494510.13163148], [4347643.66325019, 6494522.90001296], [4347653.25221768, 6494540.28268808], [4347706.42979173, 6494620.67235592], [4347738.46037994, 6494674.21235795], [4347775.86183739, 6494742.35498218], [4347794.68792435, 6494775.57286275], [4347813.65413869, 6494814.96330531], [4347836.05649346, 6494860.25437508], [4347857.70425859, 6494923.67668746], [4347872.48701558, 6494967.69173291], [4347887.98868184, 6495031.08471194], [4347897.19723891, 6495083.81689675], [4347900.66186075, 6495112.72156311], [4347910.91458202, 6495197.18788711], [4347965.54557116, 6495514.66551792], [4347971.67831449, 6495558.06360393], [4347983.20846427, 6495595.54340446], [4347995.23442617, 6495630.48227511], [4348012.0218272, 6495661.03150089], [4348022.95152362, 6495683.31453316], [4347352.85979009, 6496265.64705383], [4346989.68462137, 6496010.35937903], [4346505.21628158, 6496227.68682029], [4346384.98364286, 6496364.01102821], [4346095.14237019, 6496757.65310674], [4345999.41785711, 6496827.65201538], [4345937.66338283, 6496848.42684764], [4345854.08946513, 6496890.61032168], [4345768.53925735, 6496972.36755818], [4345711.37053909, 6497083.21504935], [4345591.48946532, 6497058.34360423], [4345569.75178479, 6497117.01839269], [4345372.0173126, 6497160.17568532], [4345233.68014934, 6497153.1336087], [4345134.67002101, 6497205.60091222]]]]"
2295,1202270-SANTIAGO,2305604701020012,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ P LT 1 PT,00000504939,01-1901,03-2007,1.1,910.0,985943.8,2023-11-01T00:00:00Z,0.0,499.0,499499.0,0,0,0.0,0,170.0,486444.8,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,1483803604,1004269,230505049395,2305,MultiPolygon,"[[[[4351512.85027015, 6516927.67573837], [4351526.60022966, 6516923.6132471], [4351535.975211, 6516961.20688618], [4351520.91275401, 6516959.58189423], [4351512.85027015, 6516927.67573837]]]]"
2296,1203508-SANTIAGO,2305604701089002,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ-8-LTE-4,00000502025,01-1901,03-2007,0.9,315.0,3188949.84,2023-11-01T00:00:00Z,0.0,860.0,243810.0,0,0,0.0,0,171.0,2945139.84,0,1,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,4541344,1005414,230505020257,2305,MultiPolygon,"[[[[4350713.6022986, 6515703.08570967], [4350733.50849167, 6515704.71070054], [4350737.50848025, 6515705.05444866], [4350734.32099808, 6515743.9605868], [4350710.91481363, 6515735.8668654], [4350713.6022986, 6515703.08570967]]]]"
